claim,url,date,content,renderedContent,id,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,outlinks,tcooutlinks,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags,username,displayname,description,rawDescription,descriptionUrls,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,location,protected,linkUrl,linkTcourl,profileImageUrl,profileBannerUrl,label,user_id
Greta Thunberg is the love child of a Russian film director with a prostitute,https://twitter.com/yttytt/status/1206980250598625283,2019-12-17 16:51:31+00:00,"А мне она как мать. Удивительно докатилась говнолента ру. Цитирует больного идиота. 
https://t.co/F008L2f52b","А мне она как мать. Удивительно докатилась говнолента ру. Цитирует больного идиота. 
lenta.ru/news/2019/12/1…",1206980250598625280,1.0,0.0,0.0,0.0,1.2069802505986253e+18,ru,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,['https://lenta.ru/news/2019/12/17/tunberg/'],['https://t.co/F008L2f52b'],,,,,,,,,,yttytt,Alex Doppelkorn,Alex Doppelkorn,Alex Doppelkorn,,False,2009-05-10 11:27:22+00:00,3497.0,1708.0,96206.0,2399.0,24.0,6334.0,"Москва, Россия",False,,,https://pbs.twimg.com/profile_images/2542042982/1XLp7aWY_normal,,,39033398
Greta Thunberg is the love child of a Russian film director with a prostitute,https://twitter.com/lentaruofficial/status/1206977385595146240,2019-12-17 16:40:07+00:00,"Новости со дна: Стас Барецкий заявил, что Грета Тунберг его дочь. А что? Похожи!

https://t.co/kwNPrtvIFk https://t.co/hgwcZi7JCQ","Новости со дна: Стас Барецкий заявил, что Грета Тунберг его дочь. А что? Похожи!

lenta.ru/news/2019/12/1… https://t.co/hgwcZi7JCQ",1206977385595146240,4.0,9.0,64.0,3.0,1.2069773855951462e+18,ru,"<a href=""https://amplifr.com"" rel=""nofollow"">Amplifr</a>",https://amplifr.com,Amplifr,['https://lenta.ru/news/2019/12/17/tunberg/?utm_source=lentatw&utm_medium=social'],['https://t.co/kwNPrtvIFk'],,,,,,,,,,lentaruofficial,Лента.ру,"Главные новости, истории и видео со всего интернета. 

Мы в Телеграме: t-do.ru/lentadnya

Для связи: smm@lenta-co.ru","Главные новости, истории и видео со всего интернета. 

Мы в Телеграме: https://t.co/yIKAqXmtIB

Для связи: smm@lenta-co.ru","[{'text': 't-do.ru/lentadnya', 'url': 'http://t-do.ru/lentadnya', 'tcourl': 'https://t.co/yIKAqXmtIB', 'indices': (71, 94)}]",True,2010-12-20 09:59:57+00:00,1159769.0,76.0,335338.0,713.0,4214.0,110478.0,"Moscow, Russia",False,http://lenta.ru,https://t.co/V7wdkWy8Go,https://pbs.twimg.com/profile_images/1483032326107971584/f5IEsq1F_normal.jpg,https://pbs.twimg.com/profile_banners/228661749/1613981266,,228661749
NATO and EU are actively fabricating Russophobia in the Baltic States to justify their anti-Russian policies,https://twitter.com/jAZZER68/status/1217728867986821120,2020-01-16 08:42:41+00:00,Der Frieden im Baltikum wird durch die NATO bedroht! https://t.co/yH4vOLhpco,Der Frieden im Baltikum wird durch die NATO bedroht! de.rt.com/21uq,1217728867986821120,0.0,0.0,0.0,0.0,1.217728867986821e+18,de,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://de.rt.com/21uq'],['https://t.co/yH4vOLhpco'],,,,,,,,,,jAZZER68,"POLITIK / JAZZ, etc","listen to jazz since I was 10
global politik","listen to jazz since I was 10
global politik",,False,2019-02-13 21:36:19+00:00,25.0,105.0,2406.0,2720.0,0.0,98.0,,False,,,https://pbs.twimg.com/profile_images/1142330867676798976/CPIjuLtx_normal.png,,,1095798850789560320
NATO and EU are actively fabricating Russophobia in the Baltic States to justify their anti-Russian policies,https://twitter.com/RaimundLenz/status/1213479537411076097,2020-01-04 15:17:21+00:00,https://t.co/D0Uw3zapXR https://t.co/7NhcDHIPof,facebook.com/gutenmorgenpol… deutsch.rt.com/meinung/95714-…,1213479537411076096,0.0,0.0,0.0,0.0,1.213479537411076e+18,und,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",http://www.facebook.com/twitter,Facebook,"['http://www.facebook.com/gutenmorgenpolitik', 'https://deutsch.rt.com/meinung/95714-frieden-im-baltikum-wird-durch/']","['https://t.co/D0Uw3zapXR', 'https://t.co/7NhcDHIPof']",,,,,,,,,,RaimundLenz,Raimund Lenz,Ich bin der Meinung und diese will ich auch kundtun.,Ich bin der Meinung und diese will ich auch kundtun.,,False,2013-05-05 21:06:10+00:00,6.0,9.0,6842.0,13.0,0.0,536.0,Österreich,False,http://www.facebook.com/raimund.lenz.18,https://t.co/Cqho3SIYKQ,https://pbs.twimg.com/profile_images/881276214169743362/AEL7lYl-_normal.jpg,https://pbs.twimg.com/profile_banners/1406075838/1498947801,,1406075838
NATO and EU are actively fabricating Russophobia in the Baltic States to justify their anti-Russian policies,https://twitter.com/GER_Resistance/status/1206531669110321152,2019-12-16 11:09:00+00:00,Der Frieden im Baltikum wird durch die NATO bedroht! https://t.co/pIrppKpcqa,Der Frieden im Baltikum wird durch die NATO bedroht! deutsch.rt.com/meinung/95714-…,1206531669110321152,0.0,0.0,0.0,0.0,1.2065316691103212e+18,de,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,['https://deutsch.rt.com/meinung/95714-frieden-im-baltikum-wird-durch/'],['https://t.co/pIrppKpcqa'],,,,,,,,,,GER_Resistance,𝕲𝖊𝖗𝖒𝖆𝖓𝖎𝖈𝖆 MGGA🇩🇪🇨🇵🇺🇸🇬🇧🇦🇹🇾🇪,𝕻𝖆𝖙𝖗𝖎𝖔𝖙𝖎𝖘𝖒𝖚𝖘/𝖁𝖆𝖙𝖊𝖗𝖑𝖆𝖓𝖉𝖘𝖑𝖎𝖊𝖇𝖊 𝖎𝖘𝖙 𝖐𝖊𝖎𝖓 𝖁𝖊𝖗𝖇𝖗𝖊𝖈𝖍𝖊𝖓 𝖚. 𝖍𝖆𝖙 𝖓𝖎𝖈𝖍𝖙𝖘 𝖒𝖎𝖙 𝕹𝖆.. 𝖔. 𝕽𝖊𝖈𝖍𝖙𝖘 𝖟𝖚 𝖙𝖚𝖓.,𝕻𝖆𝖙𝖗𝖎𝖔𝖙𝖎𝖘𝖒𝖚𝖘/𝖁𝖆𝖙𝖊𝖗𝖑𝖆𝖓𝖉𝖘𝖑𝖎𝖊𝖇𝖊 𝖎𝖘𝖙 𝖐𝖊𝖎𝖓 𝖁𝖊𝖗𝖇𝖗𝖊𝖈𝖍𝖊𝖓 𝖚. 𝖍𝖆𝖙 𝖓𝖎𝖈𝖍𝖙𝖘 𝖒𝖎𝖙 𝕹𝖆.. 𝖔. 𝕽𝖊𝖈𝖍𝖙𝖘 𝖟𝖚 𝖙𝖚𝖓.,,False,2014-10-20 12:18:32+00:00,5375.0,5879.0,231511.0,126063.0,1.0,2506.0,Deutschland,False,,,https://pbs.twimg.com/profile_images/950040825077161984/ZO2ja8s__normal.jpg,https://pbs.twimg.com/profile_banners/2867113687/1642337909,,2867113687
NATO and EU are actively fabricating Russophobia in the Baltic States to justify their anti-Russian policies,https://twitter.com/johann_ebel/status/1206530451814469633,2019-12-16 11:04:10+00:00,https://t.co/sgtIkeLBU7,deutsch.rt.com/meinung/95714-…,1206530451814469632,0.0,0.0,0.0,0.0,1.2065304518144696e+18,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,['https://deutsch.rt.com/meinung/95714-frieden-im-baltikum-wird-durch/'],['https://t.co/sgtIkeLBU7'],,,,,,,,,,johann_ebel,Johann Ebel,,,,False,2015-02-21 08:09:52+00:00,41.0,301.0,24030.0,16.0,0.0,11776.0,,False,,,https://pbs.twimg.com/profile_images/569048587917459456/TEYkP4vq_normal.jpeg,,,3034248896
NATO and EU are actively fabricating Russophobia in the Baltic States to justify their anti-Russian policies,https://twitter.com/pilgerpetrus/status/1206524646566322176,2019-12-16 10:41:06+00:00,Der Frieden im Baltikum wird durch die NATO bedroht! https://t.co/l3JdI02VXV,Der Frieden im Baltikum wird durch die NATO bedroht! de.rt.com/21uq,1206524646566322176,0.0,1.0,1.0,0.0,1.2065246465663222e+18,de,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://de.rt.com/21uq'],['https://t.co/l3JdI02VXV'],,,,,,,,,,pilgerpetrus,Peter Schumann,"In Zeitz geboren, jung im Kopf; Bäume gepflanzt, Haus gebaut, Kind gezeugt, Buch geschrieben. Journalist, freier Autor, Visionär; folge lebendigen Personen","In Zeitz geboren, jung im Kopf; Bäume gepflanzt, Haus gebaut, Kind gezeugt, Buch geschrieben. Journalist, freier Autor, Visionär; folge lebendigen Personen",,False,2010-06-24 15:04:47+00:00,5541.0,3970.0,72267.0,66.0,118.0,128.0,Peñiscola/Spanien u. Berlin,False,http://pilgerbuch.de.to,http://t.co/cjTfiJpXZ7,https://pbs.twimg.com/profile_images/2486514821/yik5n84xi5fbgv2mdyat_normal.jpeg,,,159133559
NATO and EU are actively fabricating Russophobia in the Baltic States to justify their anti-Russian policies,https://twitter.com/hajb2211/status/1206507537723527168,2019-12-16 09:33:07+00:00,Der Frieden im Baltikum wird durch die NATO bedroht! — RT Deutsch https://t.co/O2RELDTLDm,Der Frieden im Baltikum wird durch die NATO bedroht! — RT Deutsch deutsch.rt.com/meinung/95714-…,1206507537723527168,0.0,0.0,0.0,0.0,1.2065075377235272e+18,de,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://deutsch.rt.com/meinung/95714-frieden-im-baltikum-wird-durch/'],['https://t.co/O2RELDTLDm'],,,,,,,,,,hajb2211,Hans-Joachim Brustmann - HJB Leipzig,"gesammelte Infos via Radio, SAT und Internet
Radio-Hörer-Club-International = RHCI-Online
Radiohören auf allen Wellen","gesammelte Infos via Radio, SAT und Internet
Radio-Hörer-Club-International = RHCI-Online
Radiohören auf allen Wellen",,False,2010-08-16 14:19:20+00:00,677.0,1840.0,29518.0,9.0,11.0,104.0,Leipzig - Germany,False,http://www.rhci-online.de,http://t.co/YpA7fUUoT9,https://pbs.twimg.com/profile_images/468064845879726080/z4W6Le4l_normal.jpeg,https://pbs.twimg.com/profile_banners/179101061/1348390168,,179101061
NATO and EU are actively fabricating Russophobia in the Baltic States to justify their anti-Russian policies,https://twitter.com/ralph_sorge/status/1206504224982544384,2019-12-16 09:19:57+00:00,"https://t.co/dETfti5qz2
Sollte man mal Lesen und die Fakten,mit anderen  ""Mitteilungen "" auf der Ganzen Welt Vergleichen im Netz!
Und dann Seine Eigene Meinung Bilden! 🙄🤔🤨🤨🤨🤨🤨🤨🤨","deutsch.rt.com/meinung/95714-…
Sollte man mal Lesen und die Fakten,mit anderen  ""Mitteilungen "" auf der Ganzen Welt Vergleichen im Netz!
Und dann Seine Eigene Meinung Bilden! 🙄🤔🤨🤨🤨🤨🤨🤨🤨",1206504224982544384,0.0,0.0,0.0,0.0,1.2065042249825444e+18,de,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,['https://deutsch.rt.com/meinung/95714-frieden-im-baltikum-wird-durch/'],['https://t.co/dETfti5qz2'],,,,,,,,,,ralph_sorge,Ralph Peter,"Mag,Frieden,Menschlichkeit,Mit u. Nebeneinander,ohne Agressivität,Extremismus,Egal vom Wehn!Mag Nicht,Idelogien,Politikerdie Nicht aus Geschichte Gelernt haben!","Mag,Frieden,Menschlichkeit,Mit u. Nebeneinander,ohne Agressivität,Extremismus,Egal vom Wehn!Mag Nicht,Idelogien,Politikerdie Nicht aus Geschichte Gelernt haben!",,False,2017-03-23 18:59:33+00:00,431.0,504.0,43720.0,71.0,1.0,4063.0,,False,,,https://pbs.twimg.com/profile_images/1342556939558014976/FW1Rj2Lk_normal.jpg,https://pbs.twimg.com/profile_banners/844986996594540546/1608925300,,844986996594540544
NATO and EU are actively fabricating Russophobia in the Baltic States to justify their anti-Russian policies,https://twitter.com/Irigyt/status/1206481995955658752,2019-12-16 07:51:37+00:00,Der Frieden im Baltikum wird durch die NATO bedroht! https://t.co/tKJOy8X4SP,Der Frieden im Baltikum wird durch die NATO bedroht! de.rt.com/21uq,1206481995955658752,0.0,0.0,0.0,0.0,1.2064819959556588e+18,de,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://de.rt.com/21uq'],['https://t.co/tKJOy8X4SP'],,,,,,,,,,Irigyt,LL,"Es geht um Information, um Wahrheitsfindung ! Parteiunabhängig","Es geht um Information, um Wahrheitsfindung ! Parteiunabhängig",,False,2011-02-20 15:07:58+00:00,1575.0,1049.0,183626.0,3885.0,75.0,5927.0,Himmel,False,,,https://pbs.twimg.com/profile_images/1313400253261938689/hY5OBDNm_normal.jpg,https://pbs.twimg.com/profile_banners/255043069/1601974799,,255043069
NATO and EU are actively fabricating Russophobia in the Baltic States to justify their anti-Russian policies,https://twitter.com/Alesiste/status/1206480367034806272,2019-12-16 07:45:09+00:00,Der Frieden im Baltikum wird durch die NATO bedroht! https://t.co/dcW9oXa4Q6,Der Frieden im Baltikum wird durch die NATO bedroht! deutsch.rt.com/meinung/95714-…,1206480367034806272,0.0,0.0,0.0,0.0,1.2064803670348063e+18,de,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,['https://deutsch.rt.com/meinung/95714-frieden-im-baltikum-wird-durch/'],['https://t.co/dcW9oXa4Q6'],,,,,,,,,,Alesiste,Stefan Alesi 🇦🇹,In Pension. Malen mit Öl. Schreibe für Frieden. Glaube an Gott und Jesus Christus.,In Pension. Malen mit Öl. Schreibe für Frieden. Glaube an Gott und Jesus Christus.,,False,2014-12-23 09:07:32+00:00,3876.0,2152.0,200522.0,191693.0,237.0,7406.0,"Linz, Austria",False,,,https://pbs.twimg.com/profile_images/695287354781777921/svURnTSK_normal.jpg,https://pbs.twimg.com/profile_banners/2938128700/1454604398,,2938128700
NATO and EU are actively fabricating Russophobia in the Baltic States to justify their anti-Russian policies,https://twitter.com/Resoundeffects/status/1206472821184094208,2019-12-16 07:15:10+00:00,Der Frieden im Baltikum wird durch die NATO bedroht! :  https://t.co/nz5QaLpELk,Der Frieden im Baltikum wird durch die NATO bedroht! :  deutsch.rt.com/meinung/95714-…,1206472821184094208,0.0,0.0,0.0,0.0,1.2064728211840942e+18,de,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://deutsch.rt.com/meinung/95714-frieden-im-baltikum-wird-durch/'],['https://t.co/nz5QaLpELk'],,,,,,,,,,Resoundeffects,Gabriele van Doorn,Coach en .. Voor de rest wordt de inhoud hier bepaald door de mensen die ik volg. Met af en toe een verdwaalde tweet van mij.,Coach en .. Voor de rest wordt de inhoud hier bepaald door de mensen die ik volg. Met af en toe een verdwaalde tweet van mij.,,False,2011-04-20 09:53:21+00:00,144.0,131.0,56330.0,903.0,5.0,2643.0,Heerlen (Zlb),False,http://soledadmorena.wordpress.com,http://t.co/9GbhoVtfiC,https://pbs.twimg.com/profile_images/1053934195792379904/ga-KW2hw_normal.jpg,https://pbs.twimg.com/profile_banners/284984110/1563709073,,284984110
NATO and EU are actively fabricating Russophobia in the Baltic States to justify their anti-Russian policies,https://twitter.com/example_1000/status/1206456622702321665,2019-12-16 06:10:48+00:00,Der Frieden im Baltikum wird durch die NATO bedroht! https://t.co/Yi557xegqY,Der Frieden im Baltikum wird durch die NATO bedroht! de.rt.com/21uq,1206456622702321664,0.0,0.0,0.0,0.0,1.2064566227023217e+18,de,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://de.rt.com/21uq'],['https://t.co/Yi557xegqY'],,,,,,,,,,example_1000,Sandra Winter,Parteilos,Parteilos,,False,2017-04-05 03:08:35+00:00,1881.0,1858.0,212544.0,134917.0,5.0,5159.0,,False,,,https://pbs.twimg.com/profile_images/1120901436567707648/L2Ru4g1y_normal.jpg,https://pbs.twimg.com/profile_banners/849458716592275459/1493946396,,849458716592275456
NATO and EU are actively fabricating Russophobia in the Baltic States to justify their anti-Russian policies,https://twitter.com/de_rt_com/status/1206455343884189696,2019-12-16 06:05:43+00:00,Der Frieden im Baltikum wird durch die #NATO bedroht! https://t.co/JccByLpsan,Der Frieden im Baltikum wird durch die #NATO bedroht! deutsch.rt.com/meinung/95714-…,1206455343884189696,3.0,7.0,18.0,0.0,1.2064553438841897e+18,de,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,['https://deutsch.rt.com/meinung/95714-frieden-im-baltikum-wird-durch/'],['https://t.co/JccByLpsan'],,,,,,,,['NATO'],,de_rt_com,RT DE,"RT DE: Kritisch bleiben

Folgt uns auch auf den anderen Kanälen!
t.me/rt_de
instagram.com/de_rt_com
facebook.com/rtde","RT DE: Kritisch bleiben

Folgt uns auch auf den anderen Kanälen!
https://t.co/WKNnsaSP6V
https://t.co/fDar2br9f4
https://t.co/Ss2nOzx8jg","[{'text': 't.me/rt_de', 'url': 'http://t.me/rt_de', 'tcourl': 'https://t.co/WKNnsaSP6V', 'indices': (65, 88)}, {'text': 'instagram.com/de_rt_com', 'url': 'http://instagram.com/de_rt_com', 'tcourl': 'https://t.co/fDar2br9f4', 'indices': (89, 112)}, {'text': 'facebook.com/rtde', 'url': 'http://facebook.com/rtde', 'tcourl': 'https://t.co/Ss2nOzx8jg', 'indices': (113, 136)}]",False,2014-06-11 15:54:00+00:00,50521.0,477.0,104022.0,2537.0,619.0,37050.0,"Berlin, Germany",False,http://de.rt.com,https://t.co/FA9JcbiqKQ,https://pbs.twimg.com/profile_images/1333366209727897601/Uf12bYTS_normal.jpg,https://pbs.twimg.com/profile_banners/2561586612/1620505759,"UserLabel(description='Staatsnahe Medien in Russland', url='https://help.twitter.com/rules-and-policies/state-affiliated', badgeUrl='https://pbs.twimg.com/semantic_core_img/1290393477595820032/pLqK9_SG?format=png&name=orig', longDescription=None)",2561586612
The US needs NATO to keep the Europeans under their tight control,https://twitter.com/Jhon__Smith/status/1215557445218639872,2020-01-10 08:54:13+00:00,Санкции и резолюция по Геноциду армян: точный удар Сената США под дых Турции сработал: https://t.co/Cln8nxP9QR,Санкции и резолюция по Геноциду армян: точный удар Сената США под дых Турции сработал: ru.armeniasputnik.am/analytics/2019…,1215557445218639872,0.0,0.0,0.0,0.0,1.21555744521864e+18,ru,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://ru.armeniasputnik.am/analytics/20191216/21441438/Sanktsii-i-rezolyutsiya-po-Genotsidu-armyan-tochnyy-udar-Senata-SShA-pod-dykh-Turtsii-srabotal.html?utm_medium=referral&utm_source=lentainform&utm_campaign=sputnikarmenia.ru&utm_term=1277325&utm_content=8214402'],['https://t.co/Cln8nxP9QR'],,,,,,,,,,Jhon__Smith,Nick Name,,,,False,2011-08-15 22:05:22+00:00,24.0,62.0,7388.0,888.0,3.0,16.0,...,False,,,https://pbs.twimg.com/profile_images/736412807713808384/MINwRPZW_normal.jpg,,,355789788
The US needs NATO to keep the Europeans under their tight control,https://twitter.com/BlyumkinV/status/1209155201493590016,2019-12-23 16:53:59+00:00,Санкции и резолюция по Геноциду армян: точный удар Сената США под дых Турции сработал https://t.co/bf27ZlqdZN,Санкции и резолюция по Геноциду армян: точный удар Сената США под дых Турции сработал ru.armeniasputnik.am/analytics/2019…,1209155201493590016,0.0,0.0,0.0,0.0,1.20915520149359e+18,ru,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://ru.armeniasputnik.am/analytics/20191216/21441438/Sanktsii-i-rezolyutsiya-po-Genotsidu-armyan-tochnyy-udar-Senata-SShA-pod-dykh-Turtsii-srabotal.html'],['https://t.co/bf27ZlqdZN'],,,,,,,,,,BlyumkinV,Vladimir Blyumkin,"...вперед без страха, по сторонам с любовью, назад без стыда...","...вперед без страха, по сторонам с любовью, назад без стыда...",,False,2019-11-08 10:56:06+00:00,4.0,50.0,1445.0,198.0,0.0,612.0,"Москва, Россия",False,,,https://pbs.twimg.com/profile_images/1349044768488235013/S2VGcpEE_normal.jpg,,,1192757554323083264
The US needs NATO to keep the Europeans under their tight control,https://twitter.com/sashaPe58/status/1207154996091006977,2019-12-18 04:25:53+00:00,Санкции и резолюция по Геноциду армян: точный удар Сената США под дых Турции сработал: https://t.co/K02d1qtoHq,Санкции и резолюция по Геноциду армян: точный удар Сената США под дых Турции сработал: ru.armeniasputnik.am/analytics/2019…,1207154996091006976,0.0,0.0,0.0,0.0,1.207154996091007e+18,ru,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://ru.armeniasputnik.am/analytics/20191216/21441438/Sanktsii-i-rezolyutsiya-po-Genotsidu-armyan-tochnyy-udar-Senata-SShA-pod-dykh-Turtsii-srabotal.html?utm_medium=referral&utm_source=lentainform&utm_campaign=sputnikarmenia.ru&utm_term=1283894&utm_content=8214402'],['https://t.co/K02d1qtoHq'],,,,,,,,,,sashaPe58,doroxina11@yahoo.com♑️,"Работа это жизнь, а жизнь это работа !!!💧😜🙏🤘🥰🥰🥰","Работа это жизнь, а жизнь это работа !!!💧😜🙏🤘🥰🥰🥰",,False,2015-06-29 14:40:11+00:00,420.0,2453.0,136768.0,56628.0,1.0,30536.0,Россия,False,,,https://pbs.twimg.com/profile_images/1487809742965719047/Fxl3zSb1_normal.jpg,https://pbs.twimg.com/profile_banners/3350790161/1643556461,,3350790161
"Liberal-globalism totalitarian ideology dominates the world, shared by all of the world's élites",https://twitter.com/valdra76/status/1285331099976114177,2020-07-20 21:49:49+00:00,https://t.co/hRuS0IIrf2,geopolitica.ru/it/article/la-…,1285331099976114176,0.0,0.0,0.0,0.0,1.2853310999761142e+18,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,['https://www.geopolitica.ru/it/article/la-metafisica-del-populismo'],['https://t.co/hRuS0IIrf2'],,,,,,,,,,valdra76,ALBIV⚡,,,,False,2015-06-20 10:56:34+00:00,1721.0,4840.0,31808.0,264883.0,7.0,551.0,,False,http://frontiere.me/,https://t.co/ciJ97BmiNg,https://pbs.twimg.com/profile_images/1421152066395836423/t69zCJJq_normal.jpg,https://pbs.twimg.com/profile_banners/3336693958/1627845701,,3336693958
"Liberal-globalism totalitarian ideology dominates the world, shared by all of the world's élites",https://twitter.com/Angelo_Castaldi/status/1206509142720073728,2019-12-16 09:39:30+00:00,"Dietro la lotta della reazione populista si cela un’ideologia che unisce giustizia sociale e difesa dei valori tradizionali. Dietro questa ideologia si cela la lotta dell’essere umano contro l’ultima fase: la sua trasformazione in intelligenza artificiale
https://t.co/SUxCvoMOan","Dietro la lotta della reazione populista si cela un’ideologia che unisce giustizia sociale e difesa dei valori tradizionali. Dietro questa ideologia si cela la lotta dell’essere umano contro l’ultima fase: la sua trasformazione in intelligenza artificiale
geopolitica.ru/it/article/la-…",1206509142720073728,0.0,0.0,2.0,1.0,1.2065091427200737e+18,it,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,['https://www.geopolitica.ru/it/article/la-metafisica-del-populismo'],['https://t.co/SUxCvoMOan'],,,,,,,,,,Angelo_Castaldi,Angelo 🇮🇹,"Meridionale conservatore, pignolo, testardo, amante della lettura. Penso con la mia testa. Associazionismo, cooperazione, OSA, commerciante","Meridionale conservatore, pignolo, testardo, amante della lettura. Penso con la mia testa. Associazionismo, cooperazione, OSA, commerciante",,False,2011-07-14 07:29:00+00:00,311.0,461.0,8451.0,3892.0,0.0,377.0,,False,,,https://pbs.twimg.com/profile_images/1229819818309799936/aDQSq5NR_normal.jpg,https://pbs.twimg.com/profile_banners/335160148/1553711925,,335160148
"Liberal-globalism totalitarian ideology dominates the world, shared by all of the world's élites",https://twitter.com/WeltanschauungI/status/1206356721729462272,2019-12-15 23:33:50+00:00,"""Il termine «populismo» è, in quanto tale, un termine palesemente dispregiativo. Un modo per demonizzare i nemici delle élite liberali globaliste.""

https://t.co/wduZmuMHjV","""Il termine «populismo» è, in quanto tale, un termine palesemente dispregiativo. Un modo per demonizzare i nemici delle élite liberali globaliste.""

geopolitica.ru/it/article/la-…",1206356721729462272,0.0,0.0,0.0,0.0,1.2063567217294623e+18,it,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,['https://www.geopolitica.ru/it/article/la-metafisica-del-populismo'],['https://t.co/wduZmuMHjV'],,,,,,,,,,WeltanschauungI,Weltanschauung Italia,WI è un canale culturale nato nel 2011 che ha l'obiettivo di contro-narrare il tempo presente distorto dai media.,WI è un canale culturale nato nel 2011 che ha l'obiettivo di contro-narrare il tempo presente distorto dai media.,,False,2018-07-30 06:51:14+00:00,3565.0,68.0,2192.0,908.0,9.0,180.0,,False,http://www.weltanschauung.info,https://t.co/1unNRE3mZe,https://pbs.twimg.com/profile_images/1335522554979766272/ZALB2FMp_normal.jpg,https://pbs.twimg.com/profile_banners/1023823312663797760/1642199620,,1023823312663797760
"Liberal-globalism totalitarian ideology dominates the world, shared by all of the world's élites",https://twitter.com/Trovolavorobiz/status/1206227356353998851,2019-12-15 14:59:47+00:00,LA METAFISICA DEL POPULISMO https://t.co/Jp5yMTgpjE .,LA METAFISICA DEL POPULISMO geopolitica.ru/it/article/la-… .,1206227356353998848,0.0,0.0,0.0,0.0,1.2062273563539988e+18,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['https://www.geopolitica.ru/it/article/la-metafisica-del-populismo'],['https://t.co/Jp5yMTgpjE'],,,,,,,,,,Trovolavorobiz,trovo lavoro,"tu ne cede malis, sed contra audentior ito quam tua te fortuna sinet","tu ne cede malis, sed contra audentior ito quam tua te fortuna sinet",,False,2009-11-24 12:25:14+00:00,3177.0,797.0,173453.0,154778.0,42.0,3101.0,,False,https://www.vigifarmaco.it/,https://t.co/chZKhFkZLb,https://pbs.twimg.com/profile_images/541623626/twitter_normal.gif,https://pbs.twimg.com/profile_banners/92260294/1524608755,,92260294
